datasets/train_20000.csv datasets/test_40000.csv

Train accuracy, Val accuracy
Epoch 1: 0.651687502861023 0.721750020980835
Epoch 2: 0.6996250152587891 0.7242500185966492
Epoch 3: 0.7123125195503235 0.7404999732971191
Epoch 4: 0.7333750128746033 0.762499988079071
Epoch 5: 0.7438125014305115 0.7705000042915344
Epoch 6: 0.7464374899864197 0.7720000147819519
Epoch 7: 0.7548750042915344 0.7720000147819519
Epoch 8: 0.7555624842643738 0.7867500185966492
Epoch 9: 0.7620000243186951 0.784500002861023
Epoch 10: 0.7602499723434448 0.7799999713897705
Epoch 11: 0.7643125057220459 0.7770000100135803
Epoch 12: 0.7615625262260437 0.7749999761581421
Epoch 13: 0.7633749842643738 0.7847499847412109
Epoch 14: 0.7702500224113464 0.7862499952316284
Epoch 15: 0.7695624828338623 0.7860000133514404
Epoch 16: 0.7708749771118164 0.7910000085830688
Epoch 17: 0.7670624852180481 0.7860000133514404
Epoch 18: 0.7708125114440918 0.7854999899864197
Epoch 19: 0.7715625166893005 0.7795000076293945
Epoch 20: 0.7712500095367432 0.7789999842643738
Epoch 21: 0.7773125171661377 0.7870000004768372
Epoch 22: 0.7741249799728394 0.7850000262260437
Epoch 23: 0.7718124985694885 0.7885000109672546
Epoch 24: 0.7741875052452087 0.7829999923706055
Epoch 25: 0.7753750085830688 0.7835000157356262
Epoch 26: 0.7776874899864197 0.7907500267028809
Epoch 27: 0.7760624885559082 0.7857499718666077
Epoch 28: 0.7753124833106995 0.778249979019165
Epoch 29: 0.776437520980835 0.7907500267028809
Epoch 30: 0.776562511920929 0.7827500104904175
Epoch 31: 0.7762500047683716 0.7802500128746033
Epoch 32: 0.7770624756813049 0.7854999899864197
Epoch 33: 0.7759374976158142 0.7894999980926514
Epoch 34: 0.7778750061988831 0.7887499928474426
Epoch 35: 0.777999997138977 0.7839999794960022
Epoch 36: 0.7749999761581421 0.7885000109672546
Epoch 37: 0.7795000076293945 0.7917500138282776
Epoch 38: 0.7740625143051147 0.7919999957084656
Epoch 39: 0.7794374823570251 0.7910000085830688
Epoch 40: 0.7764999866485596 0.7907500267028809
Epoch 41: 0.7771875262260437 0.7904999852180481
Epoch 42: 0.7796249985694885 0.7872499823570251
Epoch 43: 0.7791249752044678 0.7925000190734863
Epoch 44: 0.777999997138977 0.7867500185966492
Epoch 45: 0.7791249752044678 0.7889999747276306
Epoch 46: 0.7788749933242798 0.7917500138282776
Epoch 47: 0.7790625095367432 0.7885000109672546
Epoch 48: 0.7767500281333923 0.7940000295639038
Epoch 49: 0.7818124890327454 0.796750009059906
Epoch 50: 0.7799375057220459 0.7940000295639038
Epoch 51: 0.7771875262260437 0.7900000214576721
Epoch 52: 0.7798125147819519 0.7929999828338623
Epoch 53: 0.7808125019073486 0.7954999804496765
Epoch 54: 0.7793124914169312 0.7947499752044678
Epoch 55: 0.7839999794960022 0.7912499904632568
Epoch 56: 0.7799375057220459 0.7925000190734863
Epoch 57: 0.7804375290870667 0.7982500195503235
Epoch 58: 0.7799999713897705 0.7912499904632568
Epoch 59: 0.7814375162124634 0.7932500243186951
Epoch 60: 0.7825624942779541 0.7942500114440918

DNN Final train acc: 0.7825624942779541
DNN Test acc: 0.700124979019165
